zipcode,location,coords,city,state,country
18008,"Genil, Granada, Comarca de la Vega de Granada, Granada, Andalucía, 18008, España","(37.15763325030302, -3.586781896229244, 0.0)",Granada,Andalucía,España
07458,07458,"(39.77880215020651, 3.1400920490077917, 0.0)",,,
28028,"Salamanca, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28028, España","(40.429395964626906, -3.6670265851601904, 0.0)",Madrid,Comunidad de Madrid,España
41220,"Crouy-sur-Cosson, Blois, Loir-et-Cher, Centre-Val de Loire, France métropolitaine, 41220, France","(47.66758449961153, 1.616633532819431, 0.0)",,Centre-Val de Loire,France
08392,"Sant Andreu de Llavaneres, Maresme, Barcelona, Catalunya, 08392, España","(41.566699924999995, 2.4883746927755497, 0.0)",,Catalunya,España
50007,"Zaragoza, Aragón, 50007, España","(41.63018899409756, -0.8821406141150183, 0.0)",Zaragoza,Aragón,España
08009,"Barcelona, Barcelonès, Barcelona, Catalunya, 08009, España","(41.394756141233785, 2.169347240095187, 0.0)",Barcelona,Catalunya,España
22300,"Lannion, Côtes-d'Armor, Bretagne, France métropolitaine, 22300, France","(48.730676284157944, -3.4609693577717726, 0.0)",,Bretagne,France
46026,"Quatre Carreres, Comarca de València, València / Valencia, Comunitat Valenciana, 46026, España","(39.44792703246753, -0.37855702929071555, 0.0)",,Comunitat Valenciana,España
37716,"Navacarros, Salamanca, Castilla y León, 37716, España","(40.398526, -5.714904199999999, 0.0)",,Castilla y León,España
28022,"San Blas - Canillejas, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28022, España","(40.435882393996486, -3.599144298871408, 0.0)",Madrid,Comunidad de Madrid,España
23359,"Avigliana (Distributore), Corso Torino, Ponte Dora, Grangia, Avigliana, Torino, Piemonte, 10051, Italia","(45.0848487, 7.404331, 0.0)",,Piemonte,Italia
03009,"Alacant / Alicante, l'Alacantí, Alacant / Alicante, Comunitat Valenciana, 03009, España","(38.36436455, -0.4953837336661955, 0.0)",Alacant / Alicante,Comunitat Valenciana,España
04230,"Mallefougasse-Augès, Digne-les-Bains, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur, France métropolitaine, 04230, France","(44.0629602645549, 5.8831246190632775, 0.0)",,Provence-Alpes-Côte d'Azur,France
08029,"Thiniscole/Siniscola, Nuoro, Sardigna/Sardegna, 08029, Italia","(40.59662808331204, 9.751385658707584, 0.0)",,Sardigna/Sardegna,Italia
28015,"Chamberí, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28015, España","(40.430872014240514, -3.7100107744269457, 0.0)",Madrid,Comunidad de Madrid,España
28037,"San Blas - Canillejas, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28037, España","(40.430362356767915, -3.6240353540779577, 0.0)",Madrid,Comunidad de Madrid,España
39300,"Torrelavega, Campuzano, Torrelavega, Besaya, Cantabria, 39300, España","(43.3489592790474, -4.048892266181817, 0.0)",,Cantabria,España
28802,"Distrito II, Alcalá de Henares, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28802, España","(40.479122824504344, -3.3828283755265223, 0.0)",Alcalá de Henares,Comunidad de Madrid,España
36211,"Vigo, Pontevedra, Galicia, 36211, España","(42.22413771422396, -8.730782563946386, 0.0)",,Galicia,España
04629,,,,,
03680,"Aspe, el Vinalopó Mitjà / El Vinalopó Medio, Alacant / Alicante, Comunitat Valenciana, 03680, España","(38.33728635025511, -0.7645301297244985, 0.0)",,Comunitat Valenciana,España
28016,"Chamartín, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28016, España","(40.457828224302816, -3.6741646169802396, 0.0)",Madrid,Comunidad de Madrid,España
03315,,,,,
43870,"Amposta, Montsià, Tarragona, Catalunya, 43870, España","(40.70561868308823, 0.5826838793309125, 0.0)",Amposta,Catalunya,España
03400,"Yzeure, Moulins, Allier, Auvergne-Rhône-Alpes, France métropolitaine, 03400, France","(46.57005550113636, 3.3649082205160217, 0.0)",Yzeure,Auvergne-Rhône-Alpes,France
20215,"Loreto-di-Casinca, Corte, Haute-Corse, Corse, France métropolitaine, 20215, France","(42.47478316923077, 9.43973885510015, 0.0)",Loreto-di-Casinca,Corse,France
09007,"Burgos, Castilla y León, 09007, España","(42.35436787494662, -3.6521158675938166, 0.0)",Burgos,Castilla y León,España
46612,"Corbera, la Ribera Baixa, València / Valencia, Comunitat Valenciana, 46612, España","(39.15800991388889, -0.35309806212447126, 0.0)",,Comunitat Valenciana,España
08690,"Santa Coloma de Cervelló, Baix Llobregat, Barcelona, Catalunya, 08690, España","(41.36566360214148, 2.0140120431808137, 0.0)",Santa Coloma de Cervelló,Catalunya,España
08019,"Sant Martí, Barcelona, Barcelonès, Barcelona, Catalunya, 08019, España","(41.41042408265317, 2.2087990911208775, 0.0)",Barcelona,Catalunya,España
43440,"Saint-Vert, Brioude, Haute-Loire, Auvergne-Rhône-Alpes, France métropolitaine, 43440, France","(45.35976531462965, 3.5232457446302705, 0.0)",,Auvergne-Rhône-Alpes,France
46200,"Souillac, Gourdon, Lot, Occitanie, France métropolitaine, 46200, France","(44.89354001700002, 1.4855082639180406, 0.0)",,Occitanie,France
48001,"Abando, Bilbao, Bizkaia, Euskadi, 48001, España","(43.26275942803027, -2.9277550577242444, 0.0)",Bilbao,Euskadi,España
31191,"Wätzum, Algermissen, Landkreis Hildesheim, Niedersachsen, 31191, Deutschland","(52.26168026695953, 9.965301148066022, 0.0)",,Niedersachsen,Deutschland
31396,"Olóriz/Oloritz, Erdialdea / Zona Media, Navarra - Nafarroa, 31396, España","(42.63517308, -1.6130849472025415, 0.0)",,Navarra - Nafarroa,España
46980,"Paterna, l'Horta Oest, València / Valencia, Comunitat Valenciana, 46980, España","(39.531284301774164, -0.4462076766466004, 0.0)",Paterna,Comunitat Valenciana,España
07840,"Santa Eulària des Riu, Eivissa, Illes Balears, 07840, España","(38.980989067241374, 1.530191211829359, 0.0)",,Illes Balears,España
12550,"Coupiac, Millau, Aveyron, Occitanie, France métropolitaine, 12550, France","(43.94853138863636, 2.6027124774777652, 0.0)",,Occitanie,France
39700,"Orchamps, Dole, Jura, Bourgogne-Franche-Comté, France métropolitaine, 39700, France","(47.14438710229198, 5.659765513559816, 0.0)",,Bourgogne-Franche-Comté,France
19290,"Sornac, Ussel, Corrèze, Nouvelle-Aquitaine, France métropolitaine, 19290, France","(45.66686830192308, 2.1446734603931192, 0.0)",,Nouvelle-Aquitaine,France
08172,"Sant Cugat del Vallès, Vallès Occidental, Barcelona, Catalunya, 08172, España","(41.46990166774192, 2.082817120957414, 0.0)",,Catalunya,España
29180,"Plogonnec, Quimper, Finistère, Bretagne, France métropolitaine, 29180, France","(48.043211836184184, -4.163844810989829, 0.0)",,Bretagne,France
29602,"Brest, Finistère, Bretagne, France métropolitaine, 29602, France","(48.3921551, -4.4912982, 0.0)",Brest,Bretagne,France
28032,"Vicálvaro, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28032, España","(40.40335366051269, -3.6119582237635988, 0.0)",Madrid,Comunidad de Madrid,España
28944,"Centro - El Arroyo - La Fuente, Fuenlabrada, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28944, España","(40.280697471209365, -3.7930194261640735, 0.0)",Fuenlabrada,Comunidad de Madrid,España
01015,"Zuazo de Vitoria/Zuhatzu, Vitoria-Gasteiz, Gasteizko kuadrilla/Cuadrilla de Vitoria, Araba/Álava, Euskadi, 01015, España","(42.84165371705392, -2.7141403460571345, 0.0)",Vitoria-Gasteiz,Euskadi,España
20014,"Donostia/San Sebastián, Donostialdea, Gipuzkoa, Euskadi, 20014, España","(43.30098966486486, -1.9678419874105304, 0.0)",Donostia/San Sebastián,Euskadi,España
08272,"Sant Fruitós de Bages, Bages, Barcelona, Catalunya, 08272, España","(41.7554242166898, 1.8649309871898667, 0.0)",Sant Fruitós de Bages,Catalunya,España
21003,"Huelva, Comarca Metropolitana de Huelva, Huelva, Andalucía, 21003, España","(37.25534745625, -6.946072320654077, 0.0)",Huelva,Andalucía,España
08014,"Barcelona, Barcelonès, Barcelona, Catalunya, 08014, España","(41.37691416102717, 2.1366212487724017, 0.0)",Barcelona,Catalunya,España
08243,"Manresa, Bages, Barcelona, Catalunya, 08243, España","(41.726231834964985, 1.8390326862398974, 0.0)",,Catalunya,España
15864,"Trasmonte, Ames, Santiago, A Coruña, Galicia, 15864, España","(42.88752956009118, -8.678689221258415, 0.0)",,Galicia,España
46460,"Silla, l'Horta Sud, València / Valencia, Comunitat Valenciana, 46460, España","(39.362426132157935, -0.411755645892382, 0.0)",,Comunitat Valenciana,España
07340,"Peaugres, Tournon-sur-Rhône, Ardèche, Auvergne-Rhône-Alpes, France métropolitaine, 07340, France","(45.29283650243902, 4.753505494676863, 0.0)",,Auvergne-Rhône-Alpes,France
20700,"Zumarraga, Goierri, Gipuzkoa, Euskadi, 20700, España","(43.08857190051781, -2.316915509528688, 0.0)",,Euskadi,España
46110,"Vayrac, Gourdon, Lot, Occitanie, France métropolitaine, 46110, France","(44.960725176101334, 1.7020635374037272, 0.0)",,Occitanie,France
08940,"Cornellà de Llobregat, Baix Llobregat, Barcelona, Catalunya, 08940, España","(41.36082834279918, 2.0794908589310053, 0.0)",Cornellà de Llobregat,Catalunya,España
48007,"Uribarri, Bilbao, Bizkaia, Euskadi, 48007, España","(43.266606229254634, -2.919893631515776, 0.0)",Bilbao,Euskadi,España
29601,"Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29601, España","(36.51153741254919, -4.8841685859247175, 0.0)",Marbella,Andalucía,España
28042,"Barajas, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28042, España","(40.45888430718085, -3.5881225424259378, 0.0)",Madrid,Comunidad de Madrid,España
48902,"Barakaldo, Bizkaia, Euskadi, 48902, España","(43.293187630495716, -2.9946257112346952, 0.0)",Barakaldo,Euskadi,España
03650,"el Pinós / Pinoso, el Vinalopó Mitjà / El Vinalopó Medio, Alacant / Alicante, Comunitat Valenciana, 03650, España","(38.4044951, -1.0481942696472102, 0.0)",,Comunitat Valenciana,España
28850,"Torrejón de Ardoz, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28850, España","(40.44453353493419, -3.4766578162979727, 0.0)",Torrejón de Ardoz,Comunidad de Madrid,España
-39840,"Ampuero, Asón-Agüera, Cantabria, 39840, España","(43.34362221666666, -3.4160547166666664, 0.0)",,Cantabria,España
33550,"Targon, Langon, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33550, France","(44.72226460643383, -0.28460222246034533, 0.0)",,Nouvelle-Aquitaine,France
48004,"Otxarkoaga-Txurdinaga, Bilbao, Bizkaia, Euskadi, 48004, España","(43.25372314237352, -2.9070479667292406, 0.0)",Bilbao,Euskadi,España
29720,"Este, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29720, España","(36.715094768783075, -4.319572271457857, 0.0)",Málaga,Andalucía,España
29010,"Teatinos-Universidad, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España","(36.723595930915714, -4.46275160474291, 0.0)",Málaga,Andalucía,España
13001,"Ciudad Real, Campo de Calatrava, Ciudad Real, Castilla-La Mancha, 13001, España","(38.984269437500004, -3.928498660776796, 0.0)",Ciudad Real,Castilla-La Mancha,España
20002,"Donostia/San Sebastián, Donostialdea, Gipuzkoa, Euskadi, 20002, España","(43.32404855400002, -1.9752797440000007, 0.0)",Donostia/San Sebastián,Euskadi,España
30160,"Pedanía de Monteagudo, Murcia, Área Metropolitana de Murcia, Región de Murcia, 30160, España","(38.016144624999995, -1.0976019594930024, 0.0)",Murcia,Región de Murcia,España
4575-049,"K 4575, Weiler, Keltern, Enzkreis, Baden-Württemberg, 75210, Deutschland","(48.8960565, 8.5502889, 0.0)",,Baden-Württemberg,Deutschland
13004,"4e Arrondissement, Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13004, France","(43.308813994110615, 5.400032979124446, 0.0)",Marseille,Provence-Alpes-Côte d'Azur,France
08758,"Cervelló, Baix Llobregat, Barcelona, Catalunya, 08758, España","(41.394913678493424, 1.9619704862749903, 0.0)",Cervelló,Catalunya,España
48950,"Erandio, Bizkaia, Euskadi, 48950, España","(43.31075484310345, -2.9786669629342692, 0.0)",,Euskadi,España
31510,"Loures-Barousse, Bagnères-de-Bigorre, Hautes-Pyrénées, Occitanie, France métropolitaine, 31510, France","(43.02501501500758, 0.6042022831905214, 0.0)",Loures-Barousse,Occitanie,France
47490,"Rueda, Valladolid, Castilla y León, 47490, España","(41.408796957142854, -4.961919288382552, 0.0)",Rueda,Castilla y León,España
08980,"Sant Feliu de Llobregat, Baix Llobregat, Barcelona, Catalunya, 08980, España","(41.38445498042217, 2.048388416786368, 0.0)",,Catalunya,España
25001,"Bouloie, Besançon, Doubs, Bourgogne-Franche-Comté, France métropolitaine, 25001, France","(47.24882495, 5.987566486185191, 0.0)",Besançon,Bourgogne-Franche-Comté,France
46009,"la Saïdia, Comarca de València, València / Valencia, Comunitat Valenciana, 46009, España","(39.48444573563712, -0.3815104623733511, 0.0)",,Comunitat Valenciana,España
08006,"Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalunya, 08006, España","(41.401093229252176, 2.1492441664215267, 0.0)",Barcelona,Catalunya,España
17600,"Sablonceaux, Saintes, Charente-Maritime, Nouvelle-Aquitaine, France métropolitaine, 17600, France","(45.69251561532333, -0.9001950196722625, 0.0)",,Nouvelle-Aquitaine,France
15004,"A Coruña, Galicia, 15004, España","(43.36548487428383, -8.41011648646081, 0.0)",,Galicia,España
28702,"San Sebastián de los Reyes, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28702, España","(40.56176175819192, -3.614719659960842, 0.0)",,Comunidad de Madrid,España
33204,"Distrito Este, Gijón/Xixón, Asturias / Asturies, 33204, España","(43.53151915156213, -5.649287159594846, 0.0)",Gijón/Xixón,Asturias / Asturies,España
21730,"Balje, Samtgemeinde Nordkehdingen, Stade, Niedersachsen, 21730, Deutschland","(53.82252511428572, 9.0916779096172, 0.0)",,Niedersachsen,Deutschland
16002,"Cuenca, Castilla-La Mancha, 16002, España","(40.0734186, -2.1394511635287214, 0.0)",Cuenca,Castilla-La Mancha,España
04740,"Roquetas de Mar, Almería, Andalucía, 04740, España","(36.7608202595238, -2.6132249149385345, 0.0)",,Andalucía,España
46006,"l'Eixample, Comarca de València, València / Valencia, Comunitat Valenciana, 46006, España","(39.46121274934112, -0.3742251041441739, 0.0)",,Comunitat Valenciana,España
28400,"La Estación, Collado Villalba, Cuenca del Guadarrama, Comunidad de Madrid, 28400, España","(40.63047212345211, -4.007109304337588, 0.0)",,Comunidad de Madrid,España
11600,"Conques-sur-Orbiel, Carcassonne, Aude, Occitanie, France métropolitaine, 11600, France","(43.29842661769231, 2.40289940867538, 0.0)",,Occitanie,France
28010,"Chamberí, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28010, España","(40.43294215555555, -3.6996876495270126, 0.0)",Madrid,Comunidad de Madrid,España
45003,"Toledo, Castilla-La Mancha, 45003, España","(39.86749249340907, -4.024010659815735, 0.0)",Toledo,Castilla-La Mancha,España
08185,"Lliçà de Vall, Vallès Oriental, Barcelona, Catalunya, 08185, España","(41.58378626428571, 2.2352301913539363, 0.0)",Lliçà de Vall,Catalunya,España
22001,"Huesca, Hoya de Huesca / Plana de Uesca, Huesca, Aragón, 22001, España","(42.13842044440947, -0.40504996268429594, 0.0)",Huesca,Aragón,España
43540,"Amposta, Montsià, Tarragona, Catalunya, 43540, España","(40.66507310357143, 0.6642645213072006, 0.0)",Amposta,Catalunya,España
26003,"Logroño, La Rioja, 26003, España","(42.46406025458334, -2.4398466319430927, 0.0)",Logroño,La Rioja,España
08760,"Martorell, Baix Llobregat, Barcelona, Catalunya, 08760, España","(41.47607255207642, 1.9249070573020317, 0.0)",Martorell,Catalunya,España
41520,"El Viso del Alcor, Sevilla, Andalucía, 41520, España","(37.38515977, -5.723121429232343, 0.0)",,Andalucía,España
28001,"Salamanca, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28001, España","(40.42735852801994, -3.683476043307002, 0.0)",Madrid,Comunidad de Madrid,España
28053,"Puente de Vallecas, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28053, España","(40.380525703946255, -3.6678659800024356, 0.0)",Madrid,Comunidad de Madrid,España
46025,"Benicalap, Comarca de València, València / Valencia, Comunitat Valenciana, 46025, España","(39.494153286507306, -0.38310710827799227, 0.0)",,Comunitat Valenciana,España
13250,"Saint-Chamas, Istres, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13250, France","(43.55627692777777, 5.054447639083487, 0.0)",,Provence-Alpes-Côte d'Azur,France
08222,"Terrassa, Vallès Occidental, Barcelona, Catalunya, 08222, España","(41.56405625294118, 2.0246770768960403, 0.0)",Terrassa,Catalunya,España
48920,"Portugalete, Bizkaia, Euskadi, 48920, España","(43.3183557041082, -3.022796968219178, 0.0)",,Euskadi,España
03195,"Elx / Elche, el Baix Vinalopó, Alacant / Alicante, Comunitat Valenciana, 03195, España","(38.27509955, -0.5385506, 0.0)",Elx / Elche,Comunitat Valenciana,España
01003,"Santa Lucía, Vitoria-Gasteiz, Gasteizko kuadrilla/Cuadrilla de Vitoria, Araba/Álava, Euskadi, 01003, España","(42.84596695224218, -2.6574916179712504, 0.0)",Vitoria-Gasteiz,Euskadi,España
36201,"Vigo, Pontevedra, Galicia, 36201, España","(42.239717401980194, -8.714540546562242, 0.0)",,Galicia,España
28006,"Salamanca, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28006, España","(40.43369230791106, -3.6804389768748815, 0.0)",Madrid,Comunidad de Madrid,España
